Date,Package Name,Daily Device Installs,Daily Device Uninstalls,Daily Device Upgrades,Total User Installs,Daily User Installs,Daily User Uninstalls,Active Device Installs,Install events,Update events,Uninstall events,Daily Average Rating,Total Average Rating,Daily Crashes,Daily ANRs
9/2/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,2,0,0,0,2,1,1,2,0,1,0,0,0,0
9/3/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,1,0,0,0,1,0,3,2,1,0,0,0,0,0
9/4/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,2,0,0,0,2,0,6,2,0,0,0,0,0,0
9/5/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,3,0,0,0,3,2,6,3,0,2,0,0,0,0
9/6/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,6,0,0,0,6,2,9,6,0,2,0,0,0,0
9/7/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,3,0,0,0,3,3,10,4,0,3,0,0,0,0
9/8/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,1,0,0,0,1,1,10,1,0,1,0,0,0,0
9/9/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,1,0,0,0,1,2,10,1,0,1,0,0,0,0
9/10/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,2,0,0,0,2,2,9,2,0,2,0,0,0,0
9/11/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,0,0,0,0,0,0,10,0,0,0,0,0,0,0
9/12/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,3,0,0,0,3,2,10,3,0,2,0,0,0,0
9/13/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,2,0,0,0,2,1,12,2,0,1,0,0,0,0
9/14/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,4,0,0,0,4,2,13,4,0,2,0,0,0,0
9/15/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,4,0,0,0,4,4,14,4,0,3,0,0,0,0
9/16/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,3,0,0,0,3,3,13,3,0,2,0,0,0,0
9/17/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,434,0,0,0,436,129,328,437,0,129,0,0,0,1
9/18/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,262,0,0,0,257,200,385,264,0,198,0,0,0,3
9/19/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,217,0,0,0,210,177,428,220,0,172,0,0,0,0
9/20/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,226,0,0,0,223,130,530,227,0,122,0,0,1,0
9/21/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,298,0,0,0,293,204,640,301,0,196,5,5,3,0
9/22/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,204,0,0,0,200,171,678,208,0,169,5,5,0,2
9/23/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,284,0,0,0,285,199,776,290,83,196,5,5,0,1
9/24/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,309,0,0,0,303,233,844,311,76,227,5,5,0,4
9/25/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,372,0,0,0,370,237,970,386,29,231,5,5,0,1
9/26/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,425,0,0,0,424,252,1160,433,15,244,5,5,1,0
9/27/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,394,0,0,0,393,305,1275,406,19,293,5,5,1,0
9/28/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,696,0,0,0,696,312,1665,717,4,304,5,5,1,3
9/29/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,356,0,0,0,355,315,1735,369,4,305,5,5,0,5
9/30/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,450,0,0,0,451,336,1871,479,2,325,5,5,5,0
10/1/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,589,0,0,0,590,366,2150,610,3,354,5,5,1,4
10/2/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,562,0,0,0,547,375,2331,586,0,365,5,5,0,1
10/3/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,445,0,0,0,443,370,2414,464,2,361,5,5,2,4
10/4/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,483,0,0,0,483,396,2526,511,3,385,5,5,3,0
10/5/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,654,0,0,0,659,430,2825,687,3,422,5,5,1,3
10/6/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,316,0,0,0,314,359,2773,336,0,348,5,5,2,2
10/7/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,411,0,0,0,412,336,2898,447,1,322,5,5,0,2
10/8/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,626,0,0,0,609,405,3144,664,1,403,4,4.83,0,0
10/9/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,294,0,0,0,287,332,3107,326,1,323,4.83,4.83,0,6
10/10/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,394,0,0,0,385,357,3184,421,1,346,4.83,4.83,1,2
10/11/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,69,0,0,0,67,230,3012,68,1,229,4.83,4.83,1,1
10/12/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,39,0,0,0,36,184,2878,41,1,168,4.83,4.83,1,1
10/13/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,40,0,0,0,39,150,2771,40,3,145,4.83,4.83,1,0
10/14/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,34,0,0,0,35,121,2654,35,0,117,3,4.57,0,0
10/15/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,37,0,0,0,31,130,2568,39,0,119,4.57,4.57,0,2
10/16/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29,0,0,0,28,117,2482,34,5,107,4.57,4.57,0,6
10/17/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20,0,0,0,20,76,2411,22,1,72,4.57,4.57,0,0
10/18/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23,0,0,0,23,81,2342,25,1,73,0,0,2,1
10/19/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28,0,0,0,26,93,2277,30,0,85,4.67,4.67,0,0
10/20/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25,0,0,0,24,74,2241,29,0,72,4.67,4.67,0,0
10/21/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,76,0,0,0,74,97,2214,77,1,92,2,4.4,0,0
10/22/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,108,0,0,0,107,126,2200,112,0,116,4.4,4.4,0,0
10/23/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,95,0,0,0,96,87,2196,96,0,82,4.4,4.4,0,0
10/24/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,114,0,0,0,113,100,2231,114,0,93,2,4.18,0,0
10/25/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,130,0,0,0,130,139,2208,136,2,125,4.18,4.18,0,0
10/26/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,111,131,2187,118,0,129,4.18,4.18,1,0
10/27/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,132,0,0,0,130,135,2171,140,1,127,4.18,4.18,0,1
10/28/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,116,0,0,0,117,132,2160,121,0,123,1,3.92,0,1
10/29/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,134,0,0,0,133,122,2154,140,1,119,3.92,3.92,0,6
10/30/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,130,0,0,0,128,139,2128,139,0,129,3.92,3.92,0,0
10/31/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,130,0,0,0,129,119,2143,132,1,102,3.92,3.92,0,2
11/1/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,154,0,0,0,156,171,2112,159,0,164,3.92,3.92,1,0
11/2/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,152,0,0,0,148,151,2107,157,0,130,3.92,3.92,2,1
11/3/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,172,0,0,0,175,164,2109,179,0,162,3.92,3.92,2,1
11/4/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,107,0,0,0,106,120,2106,111,1,111,1,3.69,0,2
11/5/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,147,0,0,0,144,126,2120,152,0,113,3.69,3.69,1,1
11/6/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,126,0,0,0,127,132,2092,131,0,120,3.69,3.69,0,0
11/7/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,114,125,2063,120,0,120,3.69,3.69,0,1
11/8/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,112,0,0,0,112,114,2045,112,0,104,3.69,3.69,1,1
11/9/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,100,0,0,0,94,125,2011,112,0,108,3.69,3.69,2,3
11/10/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,100,0,0,0,101,119,1978,102,0,106,3.69,3.69,0,1
11/11/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,79,0,0,0,79,111,1970,86,1,99,3,3.64,0,6
11/12/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,75,0,0,0,71,84,1946,81,0,73,3.64,3.64,0,1
11/13/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,67,0,0,0,68,90,1922,73,1,80,3.64,3.64,0,1
11/14/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,75,0,0,0,72,93,1915,80,0,90,3.64,3.64,0,0
11/15/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,75,0,0,0,69,155,1840,110,1,145,3.64,3.64,1,3
11/16/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,90,0,0,0,90,100,1836,110,1,88,1,3.47,1,1
11/17/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,85,0,0,0,86,97,1804,92,0,101,1,3.31,0,0
11/18/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,61,0,0,0,59,65,1802,70,0,66,3.31,3.31,0,7
11/19/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,71,0,0,0,70,86,1808,75,0,90,3.31,3.31,2,3
11/20/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,78,0,0,0,80,74,1810,84,0,75,3.31,3.31,0,0
11/21/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,89,0,0,0,80,79,1824,94,0,83,3.31,3.31,0,0
11/22/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,82,0,0,0,78,88,1814,89,0,90,3.31,3.31,0,0
11/23/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,73,0,0,0,70,87,1810,78,0,87,3.31,3.31,0,0
11/24/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,79,0,0,0,82,78,1791,83,0,79,3.31,3.31,0,1
11/25/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,85,0,0,0,81,86,1790,89,0,88,3.31,3.31,0,1
11/26/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,64,0,0,0,65,67,1785,68,0,66,3.31,3.31,0,1
11/27/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,90,0,0,0,88,90,1780,92,0,94,3.31,3.31,0,2
11/28/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,79,0,0,0,78,105,1744,84,0,108,3.31,3.31,0,1
11/29/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,93,0,0,0,97,103,1741,101,0,105,3.31,3.31,0,0
11/30/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,119,0,0,0,120,116,1729,121,0,115,3.31,3.31,0,0
12/1/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,99,0,0,0,99,90,1742,102,0,88,3.31,3.31,0,4
12/2/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,110,0,0,0,109,90,1769,116,0,90,3.31,3.31,1,2
12/3/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,117,0,0,0,112,100,1768,123,0,100,3.31,3.31,0,0
12/4/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,105,0,0,0,101,96,1790,112,0,94,3.31,3.31,0,1
12/5/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,101,0,0,0,101,99,1776,108,0,106,3.31,3.31,0,2
12/6/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,126,0,0,0,125,119,1788,129,0,122,3.31,3.31,0,0
12/7/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,131,0,0,0,127,134,1769,136,0,133,3.31,3.31,0,4
12/8/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,114,113,1786,119,1,112,3.31,3.31,0,1
12/9/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,96,0,0,0,97,88,1775,100,0,85,3.31,3.31,0,0
12/10/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,105,0,0,0,104,105,1775,110,0,107,3.31,3.31,0,2
12/11/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,77,0,0,0,75,89,1768,87,0,96,3.31,3.31,1,0
12/12/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,126,0,0,0,126,117,1784,130,0,116,3.31,3.31,0,3
12/13/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,183,0,0,0,179,134,1829,193,0,137,3.31,3.31,0,1
12/14/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,198,0,0,0,201,192,1853,210,0,190,3.31,3.31,0,5
12/15/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,179,0,0,0,181,159,1892,187,0,155,4,3.45,2,2
12/16/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,153,0,0,0,154,157,1889,168,0,158,3.45,3.45,0,3
12/17/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,131,0,0,0,128,135,1891,138,0,130,3,3.43,1,0
12/18/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,140,0,0,0,133,149,1882,151,0,149,1,3.32,0,1
12/19/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,163,0,0,0,160,137,1907,173,0,140,3.32,3.32,0,2
12/20/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,222,0,0,0,221,194,1926,231,0,195,1,3.22,0,1
12/21/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,140,0,0,0,140,147,1942,154,0,148,1,3.13,1,0
12/22/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,122,0,0,0,122,150,1903,131,0,155,3.13,3.13,1,4
12/23/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,98,0,0,0,100,118,1886,114,0,117,3.13,3.13,2,1
12/24/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,114,0,0,0,103,114,1885,122,0,114,1,3.04,0,4
12/25/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,145,0,0,0,137,137,1883,152,0,141,3.04,3.04,0,4
12/26/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,140,0,0,0,134,137,1906,158,0,138,1,2.96,0,4
12/27/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,117,0,0,0,115,115,1920,127,0,113,2.96,2.96,0,5
12/28/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,123,0,0,0,122,122,1928,131,0,122,3,2.96,0,11
12/29/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,134,0,0,0,133,132,1925,143,1,135,2.96,2.96,0,4
12/30/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,110,0,0,0,111,106,1936,121,0,108,2.96,2.96,0,0
12/31/2019,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,103,0,0,0,100,106,1950,114,0,105,2.96,2.96,0,0
1/1/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,121,0,0,0,124,128,1929,128,0,138,2.96,2.96,3,1
1/2/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,110,0,0,0,106,124,1934,118,0,125,2,2.93,2,4
1/3/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,113,101,1934,125,0,105,2.93,2.93,0,2
1/4/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,126,0,0,0,118,144,1908,133,0,143,2.93,2.93,1,0
1/5/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,118,0,0,0,119,125,1906,125,0,126,2.93,2.93,4,4
1/6/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,122,0,0,0,121,107,1935,130,1,104,1,2.87,0,0
1/7/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,116,0,0,0,115,127,1921,126,0,130,1,2.81,0,6
1/8/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,123,0,0,0,110,125,1911,130,0,126,2.81,2.81,0,5
1/9/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,136,0,0,0,130,117,1933,141,0,118,2.81,2.81,1,2
1/10/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,139,0,0,0,130,134,1933,145,0,135,2.81,2.81,0,0
1/11/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,172,0,0,0,169,150,1970,188,0,155,2.81,2.81,1,1
1/12/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,143,0,0,0,139,142,1963,154,0,138,1,2.75,0,6
1/13/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,136,0,0,0,130,131,1979,142,0,129,1,2.7,1,1
1/14/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,104,0,0,0,105,95,1984,108,0,94,2.7,2.7,0,1
1/15/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,107,0,0,0,106,114,1964,114,0,117,1,2.65,0,1
1/16/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,104,0,0,0,107,113,1961,107,0,117,2.65,2.65,0,2
1/17/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,125,0,0,0,121,117,1947,132,0,115,2.65,2.65,0,2
1/18/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,134,0,0,0,133,132,1951,144,0,134,2.65,2.65,2,0
1/19/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,130,0,0,0,129,123,1980,137,0,121,5,2.71,1,1
1/20/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,88,0,0,0,88,113,1965,96,0,112,5,2.78,0,4
1/21/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,114,0,0,0,112,113,1940,122,0,114,2.78,2.78,1,1
1/22/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,117,0,0,0,116,123,1945,122,0,128,2.78,2.78,0,4
1/23/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,132,0,0,0,130,124,1951,139,0,120,2.78,2.78,1,2
1/24/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,123,0,0,0,123,116,1953,128,0,114,1,2.73,1,2
1/25/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,131,0,0,0,129,134,1964,141,0,136,2.73,2.73,4,1
1/26/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,120,0,0,0,119,122,1985,130,0,121,2.73,2.73,0,1
1/27/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,105,0,0,0,99,105,1959,113,0,104,2.73,2.73,0,0
1/28/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,104,0,0,0,106,98,1956,111,0,98,2.73,2.73,0,3
1/29/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,116,124,1962,118,0,126,5,2.79,2,3
1/30/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,148,0,0,0,139,128,1979,155,0,129,2.79,2.79,0,1
1/31/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,166,0,0,0,163,137,1988,176,0,137,5,2.85,1,6
2/1/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,179,0,0,0,171,145,2039,191,0,147,2.85,2.85,2,2
2/2/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,139,0,0,0,134,142,2046,148,0,143,5,2.9,2,6
2/3/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,139,0,0,0,136,147,2069,149,0,148,5,2.95,0,0
2/4/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,127,0,0,0,126,133,2035,132,0,135,1,2.9,0,1
2/5/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,131,0,0,0,135,137,2037,137,0,137,2.9,2.9,1,1
2/6/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,133,0,0,0,133,131,2052,142,0,131,1,2.86,0,1
2/7/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,167,0,0,0,167,136,2076,177,0,139,3,2.86,2,3
2/8/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,198,0,0,0,202,173,2116,211,0,171,4,2.89,0,1
2/9/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,153,0,0,0,150,171,2100,163,0,174,2.89,2.89,0,2
2/10/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,119,0,0,0,117,137,2075,131,0,138,2.89,2.89,0,2
2/11/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,132,0,0,0,131,149,2070,141,0,148,2.89,2.89,0,1
2/12/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,128,0,0,0,134,115,2091,144,0,114,2.89,2.89,0,0
2/13/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,141,0,0,0,139,148,2086,150,0,153,2.89,2.89,0,1
2/14/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,129,0,0,0,131,131,2079,137,0,128,5,2.98,0,1
2/15/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,156,0,0,0,160,159,2090,163,0,159,2.98,2.98,0,0
2/16/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,131,0,0,0,132,154,2058,141,0,151,2.93,2.93,0,2
2/17/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,118,0,0,0,116,121,2055,130,0,127,1,2.89,0,0
2/18/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,106,0,0,0,104,118,2052,113,0,119,2.89,2.89,0,1
2/19/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,119,0,0,0,121,127,2039,127,0,128,2,2.88,0,1
2/20/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,115,0,0,0,113,110,2040,122,0,111,2.88,2.88,0,2
2/21/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,145,0,0,0,148,128,2074,154,0,125,1,2.84,0,0
2/22/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,181,0,0,0,174,167,2095,196,0,163,2.84,2.84,2,1
2/23/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,201,0,0,0,198,183,2123,211,0,181,2.84,2.84,0,1
2/24/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,141,0,0,0,141,147,2119,149,0,152,2.84,2.84,2,3
2/25/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,154,0,0,0,152,142,2159,167,0,142,1,2.8,0,0
2/26/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,128,0,0,0,122,125,2136,135,0,126,1,2.76,0,1
2/27/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,133,0,0,0,131,118,2150,142,0,121,5,2.81,1,7
2/28/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,150,0,0,0,145,128,2185,160,0,129,2.81,2.81,0,0
2/29/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,142,0,0,0,144,157,2173,152,0,164,2.85,2.85,0,0
3/1/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,137,0,0,0,132,151,2139,146,0,151,5,2.89,0,2
3/2/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,132,0,0,0,130,140,2150,140,0,142,2.89,2.89,0,2
3/3/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,123,0,0,0,124,130,2143,135,0,131,2.89,2.89,0,0
3/4/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,109,0,0,0,111,111,2134,114,0,115,2.89,2.89,0,3
3/5/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,119,0,0,0,119,111,2158,131,0,112,2.89,2.89,0,4
3/6/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,145,0,0,0,142,134,2157,151,0,134,2.89,2.89,0,4
3/7/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,184,0,0,0,182,168,2174,195,0,168,2.89,2.89,2,3
3/8/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,143,0,0,0,139,165,2138,153,0,172,2.89,2.89,0,3
3/9/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,148,0,0,0,143,150,2132,156,0,153,2.89,2.89,0,2
3/10/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,116,0,0,0,113,134,2136,129,0,137,5,2.93,0,1
3/11/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,129,0,0,0,122,117,2151,134,0,121,4,2.95,2,1
3/12/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,108,0,0,0,107,139,2111,116,0,136,2.95,2.95,1,2
3/13/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,147,0,0,0,148,157,2096,166,251,164,2.95,2.95,0,3
3/14/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,167,0,0,0,163,217,2092,204,208,218,1,2.91,1,1
3/15/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,191,0,0,0,188,186,2108,214,287,181,5,2.95,1,6
3/16/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,147,0,0,0,142,177,2084,168,262,177,2.95,2.95,0,1
3/17/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,153,0,0,0,152,171,2066,164,120,173,5,2.98,0,2
3/18/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,174,0,0,0,177,197,2088,204,70,197,2.98,2.98,0,4
3/19/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,166,0,0,0,169,170,2105,189,45,177,2.98,2.98,0,0
3/20/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,201,0,0,0,203,182,2135,227,34,184,5,3.02,0,1
3/21/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,189,0,0,0,181,191,2136,214,20,194,3.02,3.02,0,2
3/22/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,210,0,0,0,210,209,2161,237,19,211,3.02,3.02,0,4
3/23/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,220,0,0,0,218,235,2189,245,11,230,4.89,3.45,0,0
3/24/2020,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,307,0,0,0,309,265,2242,346,9,271,4.67,3.61,0,1
